Species
E (entity)	1	E1
EG (entity groupping)	1	1
T (time)	3	0	1 	2
R (replicate)	1
Data   1024
V_1_1	5	0	0
V_1_2	4.97953	0	0.2012985
V_1_3	4.918958	0	0.3943559
V_1_4	4.820763	0	0.5712682
V_1_5	4.688967	0	0.7247928
V_1_6	4.528964	0	0.8486443
V_1_7	4.347305	0	0.9377521
V_1_8	4.151428	0	0.9884683
V_1_9	3.949351	0	0.9987165
V_1_10	3.749347	0	0.9680771
V_1_11	3.559606	0	0.8978045
V_1_12	3.387894	0	0.7907757
V_1_13	3.241242	0	0.6513725
V_1_14	3.125653	0	0.485302
V_1_15	3.045861	0	0.2993631
V_1_16	3.005131	0	0.1011683
V_1_17	3.005131	0	-0.1011683
V_1_18	3.045861	0	-0.2993631
V_1_19	3.125653	0	-0.485302
V_1_20	3.241242	0	-0.6513725
V_1_21	3.387894	0	-0.7907757
V_1_22	3.559606	0	-0.8978045
V_1_23	3.749347	0	-0.9680771
V_1_24	3.949351	0	-0.9987165
V_1_25	4.151428	0	-0.9884683
V_1_26	4.347305	0	-0.9377521
V_1_27	4.528964	0	-0.8486443
V_1_28	4.688967	0	-0.7247928
V_1_29	4.820763	0	-0.5712682
V_1_30	4.918958	0	-0.3943559
V_1_31	4.97953	0	-0.2012985
V_1_32	5	0	-2.449213e-16
V_2_1	4.89765	1.006493	0
V_2_2	4.877599	1.002372	0.2012985
V_2_3	4.818266	0.9901789	0.3943559
V_2_4	4.722082	0.9704125	0.5712682
V_2_5	4.592983	0.9438821	0.7247928
V_2_6	4.436256	0.9116738	0.8486443
V_2_7	4.258316	0.8751061	0.9377521
V_2_8	4.066448	0.8356763	0.9884683
V_2_9	3.868507	0.7949985	0.9987165
V_2_10	3.672598	0.7547381	0.9680771
V_2_11	3.486741	0.7165434	0.8978045
V_2_12	3.318544	0.6819781	0.7907757
V_2_13	3.174893	0.6524572	0.6513725
V_2_14	3.061671	0.6291894	0.485302
V_2_15	2.983512	0.6131273	0.2993631
V_2_16	2.943615	0.6049284	0.1011683
V_2_17	2.943615	0.6049284	-0.1011683
V_2_18	2.983512	0.6131273	-0.2993631
V_2_19	3.061671	0.6291894	-0.485302
V_2_20	3.174893	0.6524572	-0.6513725
V_2_21	3.318544	0.6819781	-0.7907757
V_2_22	3.486741	0.7165434	-0.8978045
V_2_23	3.672598	0.7547381	-0.9680771
V_2_24	3.868507	0.7949985	-0.9987165
V_2_25	4.066448	0.8356763	-0.9884683
V_2_26	4.258316	0.8751061	-0.9377521
V_2_27	4.436256	0.9116738	-0.8486443
V_2_28	4.592983	0.9438821	-0.7247928
V_2_29	4.722082	0.9704125	-0.5712682
V_2_30	4.818266	0.9901789	-0.3943559
V_2_31	4.877599	1.002372	-0.2012985
V_2_32	4.89765	1.006493	-2.449213e-16
V_3_1	4.594789	1.971779	0
V_3_2	4.575978	1.963707	0.2012985
V_3_3	4.520315	1.93982	0.3943559
V_3_4	4.430078	1.901096	0.5712682
V_3_5	4.308963	1.849122	0.7247928
V_3_6	4.161927	1.786023	0.8486443
V_3_7	3.99499	1.714385	0.9377521
V_3_8	3.814987	1.63714	0.9884683
V_3_9	3.629287	1.55745	0.9987165
V_3_10	3.445492	1.478577	0.9680771
V_3_11	3.271128	1.403751	0.8978045
V_3_12	3.113332	1.336036	0.7907757
V_3_13	2.978565	1.278203	0.6513725
V_3_14	2.872344	1.23262	0.485302
V_3_15	2.799018	1.201153	0.2993631
V_3_16	2.761588	1.185091	0.1011683
V_3_17	2.761588	1.185091	-0.1011683
V_3_18	2.799018	1.201153	-0.2993631
V_3_19	2.872344	1.23262	-0.485302
V_3_20	2.978565	1.278203	-0.6513725
V_3_21	3.113332	1.336036	-0.7907757
V_3_22	3.271128	1.403751	-0.8978045
V_3_23	3.445492	1.478577	-0.9680771
V_3_24	3.629287	1.55745	-0.9987165
V_3_25	3.814987	1.63714	-0.9884683
V_3_26	3.99499	1.714385	-0.9377521
V_3_27	4.161927	1.786023	-0.8486443
V_3_28	4.308963	1.849122	-0.7247928
V_3_29	4.430078	1.901096	-0.5712682
V_3_30	4.520315	1.93982	-0.3943559
V_3_31	4.575978	1.963707	-0.2012985
V_3_32	4.594789	1.971779	-2.449213e-16
V_4_1	4.103817	2.856341	0
V_4_2	4.087016	2.844647	0.2012985
V_4_3	4.037301	2.810044	0.3943559
V_4_4	3.956706	2.753949	0.5712682
V_4_5	3.848533	2.678658	0.7247928
V_4_6	3.717208	2.587253	0.8486443
V_4_7	3.568109	2.483477	0.9377521
V_4_8	3.40734	2.371579	0.9884683
V_4_9	3.241483	2.256139	0.9987165
V_4_10	3.077327	2.141883	0.9680771
V_4_11	2.921594	2.03349	0.8978045
V_4_12	2.78066	1.935396	0.7907757
V_4_13	2.660293	1.851618	0.6513725
V_4_14	2.565422	1.785586	0.485302
V_4_15	2.499931	1.740003	0.2993631
V_4_16	2.466501	1.716736	0.1011683
V_4_17	2.466501	1.716736	-0.1011683
V_4_18	2.499931	1.740003	-0.2993631
V_4_19	2.565422	1.785586	-0.485302
V_4_20	2.660293	1.851618	-0.6513725
V_4_21	2.78066	1.935396	-0.7907757
V_4_22	2.921594	2.03349	-0.8978045
V_4_23	3.077327	2.141883	-0.9680771
V_4_24	3.241483	2.256139	-0.9987165
V_4_25	3.40734	2.371579	-0.9884683
V_4_26	3.568109	2.483477	-0.9377521
V_4_27	3.717208	2.587253	-0.8486443
V_4_28	3.848533	2.678658	-0.7247928
V_4_29	3.956706	2.753949	-0.5712682
V_4_30	4.037301	2.810044	-0.3943559
V_4_31	4.087016	2.844647	-0.2012985
V_4_32	4.103817	2.856341	-2.449213e-16
V_5_1	3.444835	3.623964	0
V_5_2	3.430731	3.609127	0.2012985
V_5_3	3.388999	3.565225	0.3943559
V_5_4	3.321347	3.494055	0.5712682
V_5_5	3.230543	3.398529	0.7247928
V_5_6	3.120306	3.28256	0.8486443
V_5_7	2.99515	3.150895	0.9377521
V_5_8	2.860196	3.008925	0.9884683
V_5_9	2.720972	2.862461	0.9987165
V_5_10	2.583176	2.7175	0.9680771
V_5_11	2.452451	2.579977	0.8978045
V_5_12	2.334147	2.455521	0.7907757
V_5_13	2.233108	2.349229	0.6513725
V_5_14	2.153472	2.265451	0.485302
V_5_15	2.098497	2.207618	0.2993631
V_5_16	2.070436	2.178097	0.1011683
V_5_17	2.070436	2.178097	-0.1011683
V_5_18	2.098497	2.207618	-0.2993631
V_5_19	2.153472	2.265451	-0.485302
V_5_20	2.233108	2.349229	-0.6513725
V_5_21	2.334147	2.455521	-0.7907757
V_5_22	2.452451	2.579977	-0.8978045
V_5_23	2.583176	2.7175	-0.9680771
V_5_24	2.720972	2.862461	-0.9987165
V_5_25	2.860196	3.008925	-0.9884683
V_5_26	2.99515	3.150895	-0.9377521
V_5_27	3.120306	3.28256	-0.8486443
V_5_28	3.230543	3.398529	-0.7247928
V_5_29	3.321347	3.494055	-0.5712682
V_5_30	3.388999	3.565225	-0.3943559
V_5_31	3.430731	3.609127	-0.2012985
V_5_32	3.444835	3.623964	-2.449213e-16
V_6_1	2.64482	4.243221	0
V_6_2	2.633992	4.225849	0.2012985
V_6_3	2.601952	4.174445	0.3943559
V_6_4	2.55001	4.091113	0.5712682
V_6_5	2.480295	3.979265	0.7247928
V_6_6	2.395659	3.843479	0.8486443
V_6_7	2.299568	3.689316	0.9377521
V_6_8	2.195956	3.523085	0.9884683
V_6_9	2.089064	3.351594	0.9987165
V_6_10	1.98327	3.181862	0.9680771
V_6_11	1.882903	3.020839	0.8978045
V_6_12	1.792074	2.875117	0.7907757
V_6_13	1.7145	2.750661	0.6513725
V_6_14	1.653358	2.652568	0.485302
V_6_15	1.611151	2.584852	0.2993631
V_6_16	1.589606	2.550287	0.1011683
V_6_17	1.589606	2.550287	-0.1011683
V_6_18	1.611151	2.584852	-0.2993631
V_6_19	1.653358	2.652568	-0.485302
V_6_20	1.7145	2.750661	-0.6513725
V_6_21	1.792074	2.875117	-0.7907757
V_6_22	1.882903	3.020839	-0.8978045
V_6_23	1.98327	3.181862	-0.9680771
V_6_24	2.089064	3.351594	-0.9987165
V_6_25	2.195956	3.523085	-0.9884683
V_6_26	2.299568	3.689316	-0.9377521
V_6_27	2.395659	3.843479	-0.8486443
V_6_28	2.480295	3.979265	-0.7247928
V_6_29	2.55001	4.091113	-0.5712682
V_6_30	2.601952	4.174445	-0.3943559
V_6_31	2.633992	4.225849	-0.2012985
V_6_32	2.64482	4.243221	-2.449213e-16
V_7_1	1.736526	4.688761	0
V_7_2	1.729417	4.669565	0.2012985
V_7_3	1.70838	4.612763	0.3943559
V_7_4	1.674276	4.520681	0.5712682
V_7_5	1.628503	4.397089	0.7247928
V_7_6	1.572933	4.247046	0.8486443
V_7_7	1.509842	4.076695	0.9377521
V_7_8	1.441813	3.89301	0.9884683
V_7_9	1.37163	3.703512	0.9987165
V_7_10	1.302168	3.515959	0.9680771
V_7_11	1.23627	3.338028	0.8978045
V_7_12	1.176633	3.177005	0.7907757
V_7_13	1.1257	3.039481	0.6513725
V_7_14	1.085556	2.931088	0.485302
V_7_15	1.057843	2.856262	0.2993631
V_7_16	1.043698	2.818068	0.1011683
V_7_17	1.043698	2.818068	-0.1011683
V_7_18	1.057843	2.856262	-0.2993631
V_7_19	1.085556	2.931088	-0.485302
V_7_20	1.1257	3.039481	-0.6513725
V_7_21	1.176633	3.177005	-0.7907757
V_7_22	1.23627	3.338028	-0.8978045
V_7_23	1.302168	3.515959	-0.9680771
V_7_24	1.37163	3.703512	-0.9987165
V_7_25	1.441813	3.89301	-0.9884683
V_7_26	1.509842	4.076695	-0.9377521
V_7_27	1.572933	4.247046	-0.8486443
V_7_28	1.628503	4.397089	-0.7247928
V_7_29	1.674276	4.520681	-0.5712682
V_7_30	1.70838	4.612763	-0.3943559
V_7_31	1.729417	4.669565	-0.2012985
V_7_32	1.736526	4.688761	-2.449213e-16
V_8_1	0.7571389	4.942342	0
V_8_2	0.7540392	4.922108	0.2012985
V_8_3	0.7448668	4.862234	0.3943559
V_8_4	0.7299975	4.765172	0.5712682
V_8_5	0.7100398	4.634895	0.7247928
V_8_6	0.685811	4.476737	0.8486443
V_8_7	0.6583028	4.297174	0.9377521
V_8_8	0.6286415	4.103555	0.9884683
V_8_9	0.5980414	3.903808	0.9987165
V_8_10	0.5677554	3.706111	0.9680771
V_8_11	0.5390232	3.518558	0.8978045
V_8_12	0.5130213	3.348826	0.7907757
V_8_13	0.4908141	3.203865	0.6513725
V_8_14	0.4733107	3.089609	0.485302
V_8_15	0.4612279	3.010737	0.2993631
V_8_16	0.4550603	2.970476	0.1011683
V_8_17	0.4550603	2.970476	-0.1011683
V_8_18	0.4612279	3.010737	-0.2993631
V_8_19	0.4733107	3.089609	-0.485302
V_8_20	0.4908141	3.203865	-0.6513725
V_8_21	0.5130213	3.348826	-0.7907757
V_8_22	0.5390232	3.518558	-0.8978045
V_8_23	0.5677554	3.706111	-0.9680771
V_8_24	0.5980414	3.903808	-0.9987165
V_8_25	0.6286415	4.103555	-0.9884683
V_8_26	0.6583028	4.297174	-0.9377521
V_8_27	0.685811	4.476737	-0.8486443
V_8_28	0.7100398	4.634895	-0.7247928
V_8_29	0.7299975	4.765172	-0.5712682
V_8_30	0.7448668	4.862234	-0.3943559
V_8_31	0.7540392	4.922108	-0.2012985
V_8_32	0.7571389	4.942342	-2.449213e-16
V_9_1	-0.2532458	4.993583	0
V_9_2	-0.2522091	4.973139	0.2012985
V_9_3	-0.2491411	4.912644	0.3943559
V_9_4	-0.2441677	4.814576	0.5712682
V_9_5	-0.2374923	4.682949	0.7247928
V_9_6	-0.2293883	4.523151	0.8486443
V_9_7	-0.2201874	4.341726	0.9377521
V_9_8	-0.2102664	4.146099	0.9884683
V_9_9	-0.2000313	3.944282	0.9987165
V_9_10	-0.1899013	3.744535	0.9680771
V_9_11	-0.1802911	3.555037	0.8978045
V_9_12	-0.171594	3.383546	0.7907757
V_9_13	-0.1641662	3.237082	0.6513725
V_9_14	-0.1583117	3.121642	0.485302
V_9_15	-0.1542703	3.041951	0.2993631
V_9_16	-0.1522074	3.001274	0.1011683
V_9_17	-0.1522074	3.001274	-0.1011683
V_9_18	-0.1542703	3.041951	-0.2993631
V_9_19	-0.1583117	3.121642	-0.485302
V_9_20	-0.1641662	3.237082	-0.6513725
V_9_21	-0.171594	3.383546	-0.7907757
V_9_22	-0.1802911	3.555037	-0.8978045
V_9_23	-0.1899013	3.744535	-0.9680771
V_9_24	-0.2000313	3.944282	-0.9987165
V_9_25	-0.2102664	4.146099	-0.9884683
V_9_26	-0.2201874	4.341726	-0.9377521
V_9_27	-0.2293883	4.523151	-0.8486443
V_9_28	-0.2374923	4.682949	-0.7247928
V_9_29	-0.2441677	4.814576	-0.5712682
V_9_30	-0.2491411	4.912644	-0.3943559
V_9_31	-0.2522091	4.973139	-0.2012985
V_9_32	-0.2532458	4.993583	-2.449213e-16
V_10_1	-1.253263	4.840386	0
V_10_2	-1.248132	4.820569	0.2012985
V_10_3	-1.232949	4.761931	0.3943559
V_10_4	-1.208337	4.666871	0.5712682
V_10_5	-1.175301	4.539282	0.7247928
V_10_6	-1.135196	4.384386	0.8486443
V_10_7	-1.089663	4.208527	0.9377521
V_10_8	-1.040566	4.018902	0.9884683
V_10_9	-0.9899148	3.823276	0.9987165
V_10_10	-0.9397834	3.629657	0.9680771
V_10_11	-0.8922242	3.445973	0.8978045
V_10_12	-0.8491842	3.279743	0.7907757
V_10_13	-0.8124255	3.137772	0.6513725
V_10_14	-0.7834529	3.025874	0.485302
V_10_15	-0.7634527	2.948628	0.2993631
V_10_16	-0.7532436	2.909198	0.1011683
V_10_17	-0.7532436	2.909198	-0.1011683
V_10_18	-0.7634527	2.948628	-0.2993631
V_10_19	-0.7834529	3.025874	-0.485302
V_10_20	-0.8124255	3.137772	-0.6513725
V_10_21	-0.8491842	3.279743	-0.7907757
V_10_22	-0.8922242	3.445973	-0.8978045
V_10_23	-0.9397834	3.629657	-0.9680771
V_10_24	-0.9899148	3.823276	-0.9987165
V_10_25	-1.040566	4.018902	-0.9884683
V_10_26	-1.089663	4.208527	-0.9377521
V_10_27	-1.135196	4.384386	-0.8486443
V_10_28	-1.175301	4.539282	-0.7247928
V_10_29	-1.208337	4.666871	-0.5712682
V_10_30	-1.232949	4.761931	-0.3943559
V_10_31	-1.248132	4.820569	-0.2012985
V_10_32	-1.253263	4.840386	-2.449213e-16
V_11_1	-2.201971	4.489023	0
V_11_2	-2.192956	4.470645	0.2012985
V_11_3	-2.16628	4.416263	0.3943559
V_11_4	-2.123036	4.328103	0.5712682
V_11_5	-2.064994	4.209776	0.7247928
V_11_6	-1.994529	4.066124	0.8486443
V_11_7	-1.914528	3.90303	0.9377521
V_11_8	-1.828265	3.727171	0.9884683
V_11_9	-1.739271	3.545745	0.9987165
V_11_10	-1.651191	3.366181	0.9680771
V_11_11	-1.56763	3.19583	0.8978045
V_11_12	-1.492009	3.041667	0.7907757
V_11_13	-1.427424	2.910002	0.6513725
V_11_14	-1.376519	2.806226	0.485302
V_11_15	-1.341379	2.734588	0.2993631
V_11_16	-1.323442	2.69802	0.1011683
V_11_17	-1.323442	2.69802	-0.1011683
V_11_18	-1.341379	2.734588	-0.2993631
V_11_19	-1.376519	2.806226	-0.485302
V_11_20	-1.427424	2.910002	-0.6513725
V_11_21	-1.492009	3.041667	-0.7907757
V_11_22	-1.56763	3.19583	-0.8978045
V_11_23	-1.651191	3.366181	-0.9680771
V_11_24	-1.739271	3.545745	-0.9987165
V_11_25	-1.828265	3.727171	-0.9884683
V_11_26	-1.914528	3.90303	-0.9377521
V_11_27	-1.994529	4.066124	-0.8486443
V_11_28	-2.064994	4.209776	-0.7247928
V_11_29	-2.123036	4.328103	-0.5712682
V_11_30	-2.16628	4.416263	-0.3943559
V_11_31	-2.192956	4.470645	-0.2012985
V_11_32	-2.201971	4.489023	-2.449213e-16
V_12_1	-3.06053	3.953879	0
V_12_2	-3.048	3.937691	0.2012985
V_12_3	-3.010924	3.889792	0.3943559
V_12_4	-2.950818	3.812143	0.5712682
V_12_5	-2.870145	3.707921	0.7247928
V_12_6	-2.772206	3.581395	0.8486443
V_12_7	-2.661012	3.437744	0.9377521
