Species	Yeast.txt																																			
E (entity)	3	Cycle1	Cycle2	Cycle3																																
EG (entity groupping)	3	1	2	3																																
T (time)	12	1	2	3	4	5	6	7	8	9	10	11	12																							
R (replicate)	1																																			
Data	3565																																			
10001_at	1.994324565	1.805780292	1.173666358	1.147356629	0.940516353	0.930283248	0.83856988	1.067920566	3.21670723	1.644618869	2.239726067	2.690355301	2.165327311	1.929545522	1.509029269	0.821917832	1.030100346	0.888775468	0.864509583	2.977321863	2.731428623	2.197734118	2.706008434	2.676266193	2.572649479	1.478106499	1.255656123	1.015213013	1.010330558	0.857142866	0.97694844	3.526575804	2.535164833	2.319881916	2.673407316	2.965767384
10003_f_at	22.51645851	11.07745647	19.84449577	17.49943733	17.20314407	18.38671112	19.45720482	23.99895477	50.00363159	33.29484177	36.15296936	24.93908501	15.49827862	12.37727261	14.69864559	17.03881264	23.16387939	16.66530609	19.61880684	32.13822937	36.33371353	24.51184464	24.52575111	20.65739822	25.64957237	14.42366982	18.35859871	15.59837818	17.62809944	18.91281509	22.45773888	40.59085083	28.93186951	20.94881821	21.2800808	21.81431389
10005_at	2.220204353	1.906358242	2.366628885	1.8436445	1.734006763	1.860566497	1.684723616	2.013584137	3.176755428	1.928251266	2.340182781	2.655837536	2.165327311	1.9284091	1.809255123	1.739725947	2.066889524	1.733673334	1.847320437	2.687904835	2.93599987	2.417095661	2.82618022	2.370407104	2.623931646	2.113609552	1.9864254	1.758620739	1.586776853	1.801470637	1.962678432	2.978986263	2.278022051	2.288385868	2.733063459	2.856846333
10006_at	0.657207727	0.635838151	0.656072617	0.905511856	1.127946138	1.001089334	1.069339037	1.022988558	2.917675495	0.491031408	0.603881299	1.389847636	0.475315779	0.474999994	0.738148987	0.643835664	1.512820482	1.360204101	0.977755249	2.53887701	0.89028573	0.745623052	0.916308999	1.083416104	0.601953626	0.604733706	0.835972905	0.980730236	1.216942191	1.491596699	1.032930851	4.370828152	0.647252798	0.806102395	0.938321531	0.895228207
10010_at	29.91146469	26.66589737	32.16685486	22.47244263	15.67227936	10.69390011	14.95232868	12.48484898	13.65375423	20.60201836	32.72602844	24.74111557	29.53157425	25.42159271	24.12415123	16.34132385	15.13377953	13.82551003	12.21233559	14.14686775	22.53257179	21.32440758	25.23283195	20.12214661	29.2832737	29.08639145	23.84615517	17.1217041	13.15082645	15.90861416	16.15148354	14.25834274	26.07692337	21.38287354	26.29423523	26.56638908
10011_at	0.264472187	0.116763011	0.17026107	0.15185602	0.14927049	0.077342048	0.162513539	0.101358414	0.177966103	0.205156952	0.389269382	0.389847726	0.258323789	0.209090918	0.162528217	0.015981736	0.139353395	0.075510204	0.106167838	0.070194386	0.355428576	0.237899065	0.296137333	0.353525311	0.269841284	0.170414194	0.245475128	0.116632864	0.1053719	0.12079832	0.143798038	0.145859078	0.253846169	0.192913383	0.296258837	0.380705386
10012_at	1.585698009	3.213872671	3.719636917	3.665916681	4.057239056	4.177559853	4.202600002	2.95715785	1.439467311	1.572870016	1.890411019	1.082233429	1.863375545	3.438636541	2.793453693	2.48744297	4.86176157	3.648979664	3.662285089	2.068034649	1.973714232	1.455200791	1.075107217	1.021847129	2.438339472	3.211834192	3.424208403	3.420892477	3.751033068	4.290966511	4.806805611	1.885043144	2.495604515	1.771653533	1.183013082	1.241701126
10013_at	0.700340509	0.897109807	1.055618644	0.942632198	0.940516353	1	0.97941494	0.996865213	1.415254235	0.470852047	0.952054858	0.91065985	0.673938036	1.139772773	1.227990985	0.929223776	1.358974338	1.100000024	0.864509583	1.26781857	0.903999984	0.662203908	0.692060113	0.827209592	0.946275949	1.268639088	1.176470637	1.105476737	1.306818128	1.268907666	1.217343688	1.224969029	0.718681335	0.704724371	0.869565189	0.836099505
10015_at	4.947786808	9.030056953	14.13961411	9.087739944	9.347924232	6.636165619	5.339111328	6.605015755	12.39346313	8.381166458	12.69748974	10.60406113	5.012629509	11.75568199	9.737020493	8.164383888	8.79821682	5.23163271	5.162790298	12.03347778	7.195428371	9.894953728	12.13948536	9.315789223	5.352869511	12.45443821	10.20814514	6.883367538	5.984503746	5.296218872	6.276618958	15.84301472	6.230769157	10.10137844	11.57836151	10.90248871
10016_at	3.312145233	2.530635595	2.947786808	3.011248827	2.66554451	2.198257208	2.811484098	3.402298927	2.578692436	1.902466416	2.811643839	3.6294415	2.865671873	3.305681944	3.177200794	2.675799131	3.916387796	2.854081631	2.619817972	3.754859686	2.305142879	2.250257492	3.316523552	2.950347662	4.195360184	2.533727884	2.849547625	2.702839851	2.864669323	2.931722879	3.110867262	4.20148325	1.815384626	2.649606466	3.325581074	3.569501877
10018_at	43.29738998	25.93988419	41.94778824	43.53430939	36.99775696	33.83224487	36.01300049	31.30094147	37.91162491	40.99888229	40.19292068	41.7350235	44.92996597	24.32159233	38.29684067	26.66095924	35.81716919	26.95918274	28.85237503	40.49892044	63.46628189	37.38516998	45.5729599	35.91062546	48.06593704	22.62958527	36.46154022	28.10142136	31.34193993	32.3592453	35.39187622	43.68849945	44.58461761	34.723423	39.03336334	39.13174057
10019_at	40.52213287	39.93179321	34.62996674	26.75140572	24.3254776	23.30827904	22.20476532	16.35527611	6.865617275	27.68946266	27.48287773	26.52081299	36.75430679	36.49090958	25.96388054	25.46118736	26.94537354	17.0908165	20.27098083	12.19762421	30.42514229	33.77548981	32.1738205	28.75372505	45.76678848	40.39289856	29.88801003	19.10243416	19.97210693	19.27205849	19.22612572	7.27317667	30.56373787	27.19389725	29.23356819	28.65559959
10021_at	0.60839951	0.893641651	0.679909229	0.782902122	0.912458003	0.751634002	0.648970723	0.67398119	0.313559324	0.395739913	0.430365324	0.525888324	0.619977057	0.902272761	0.858916461	0.785388172	0.452619821	0.673469365	0.546006024	0.406047493	0.307428569	0.554067969	0.581545055	0.601787508	0.587301552	0.736094713	0.666289628	0.810344875	0.621900797	0.597689092	0.639956117	0.433868945	0.230769232	0.549212575	0.622851312	0.62551862
10026_at	1.220204353	2.546820879	1.316685557	2.213723421	2.059483767	1.745097995	1.373781085	1.847440004	0.480629563	0.756726503	0.646118701	0.817258894	1.318025351	2.494318247	1.471783161	1.3595891	1.390189528	1.222448945	2.096056461	0.852051854	1.005714297	0.787847579	0.857296169	0.790466726	0.710622728	2.151479244	1.808823466	2.710953236	1.996900797	1.20588243	1.594950676	0.191594556	1.030769348	0.726377964	0.791708767	0.965767562
10027_at	6.491487503	10.24624252	7.511918068	8.645668983	8.375982285	7.60566473	7.594799042	7.028213024	1.486682892	1.800448537	1.742009282	2.220304489	5.569460869	10.47386456	7.010157585	8.010273933	6.614269733	5.733673573	6.768453121	3.244060278	2.007999897	1.826982379	1.417382002	2.474677324	3.877900124	11.56094742	8.234163284	7.670385838	7.524793625	8.12815094	6.010976791	1.674907207	2.694505453	1.827755928	2.019211292	2.84439826
10028_at	0.648127139	0.582658947	0.740068078	0.373453349	0.718294084	0.698257089	0.729144096	0.61024034	0.285714298	1.430493355	0.995433748	0.854822278	0.603903592	0.605681837	0.415349871	0.624429226	0.569676697	0.517346919	0.604651153	0.533477306	0.881142855	1.474768162	1.272532225	1.059582949	0.666666687	0.681656778	0.657239795	0.42190671	0.530991733	0.609243691	0.702524722	0.281829387	1.278022051	1.217519641	0.96258837	0.725103736
10029_at	2.457434654	2.38959527	2.039727449	1.480315089	0.854096532	0.957516372	0.985915422	0.360501587	1.55084753	1.336322904	2.490867615	2.537055731	2.275545359	2.587500095	1.24830699	1.244292259	0.87179482	0.724489808	1.20728004	1.336933017	1.886857152	2.432543755	2.421673775	2.413108349	1.108669162	2.217751503	1.298642635	1.474645019	0.987603247	1.051470637	0.278814495	1.658837914	1.891208887	2.811023712	2.624873638	2.684647083
10031_at	1.404086232	1.365317822	1.769580007	1.519685149	1.904601574	1.624183059	1.969664097	2.297805548	3.698547363	1.419282556	1.625570774	1.25076139	1.561423779	1.389772773	1.712189555	1.503424644	1.059085846	1.251020312	1.663296223	3.908207178	1.689142823	1.648815632	1.712446451	1.890764594	0.976800978	1.313609481	1.668552041	1.0851928	1.397727251	1.59663868	1.875960469	5.794807911	1.583516598	1.430118084	1.441860437	1.579875469
10032_at	0.936435878	1.253179193	1.657207727	1.600674987	1.722783446	1.318082809	1.499458194	1.889237285	3.651331902	2.424888134	1.400684953	1.249746203	0.904707313	1.531818271	1.790067792	1.778538942	1.317725778	1.345918298	1.505560994	2.221382141	3.665143013	1.767250299	1.421673775	1.351539254	1.284493327	1.660355091	2.073529482	1.523326635	1.407024741	1.241596699	1.709110856	2.683559895	3.104395628	1.65157485	1.353892684	0.99999994
10036_at	1.644721866	1.964161754	2.013620853	2.424072027	2.099887848	2.165577412	2.180931568	2.667711735	3.11501193	1.507847667	1.650685072	1.631471992	1.733639598	2.0090909	1.331828475	1.45091331	2.079152822	1.718367219	2.646107197	3.683585405	1.371428609	1.701338768	1.565450549	1.4637537	1.449328423	2.424852133	2.75339365	1.716024399	1.985537171	1.314075708	2.529088974	2.682323694	1.403296709	1.141732335	1.563195109	1.677385807
10040_at	1.405221343	1.531791925	1.38138473	1.394825697	1.564534187	1.310457587	1.121343374	0.648902833	0.197336555	0.871076226	0.941780865	0.855837584	1.291618943	1.454545498	1.009029388	1.425799131	1.186176181	0.998979568	1.027300239	0.471922249	0.502857149	0.740473747	0.777897	0.847070575	0.997557998	1.981065035	1.885746598	1.359026432	1.436983466	1.353991628	0.917672873	0.419035852	0.712087989	0.864173234	0.748230517	0.90663898
10043_at	9.01816082	19.66589546	13.46765041	11.17660332	11.27833939	9.603485107	8.621884346	8.042842865	1.432203412	0.841928303	0.941780865	1.150253773	9.151550293	21.64318275	13.2708807	11.96118832	8.899665833	7.844897747	7.085945129	4.537796974	0.688000023	0.866117358	0.939914167	1.571996093	9.450550079	16.62366867	14.20588303	9.144016266	10.11053753	8.933823586	7.201975822	3.215080261	0.805494547	0.863188922	0.965621769	1.404564142
10044_at	2.707150936	1.81734097	1.460839987	1.646794081	1.404040456	1.36601305	1.440953374	2.413793087	4.117433548	2.106502295	2.018265009	2.282233477	2.513203382	1.930681825	1.306997776	1.036529779	1.177257538	1.140816331	1.722952366	3.187905073	1.185142756	2.273944378	1.901287556	2.626613855	2.908424854	1.611834288	1.518099546	1.330628872	1.522727132	1.493697524	1.387486339	4.304079056	1.052747369	1.93405509	2.01213336	1.965767503
10045_at	2.922815084	8.425433159	45.61407471	69.77278137	60.65769196	49.42483902	40.19393158	23.50574684	19.00605392	4.121076584	4.4691782	3.299492359	3.678530455	11.42613697	52.52821732	65.38356781	56.18060303	31.69897842	28.14054489	14.71166325	10.03199959	4.346035004	4.682403564	3.753724098	3.741147757	17.12662697	55.12443542	42.64300537	41.5774765	35.37395096	28.04939842	19.80222321	6.08571434	3.934055328	3.785641909	2.899377346
10046_at	0.124858119	0.171098262	0.246311024	0.269966245	0.407407403	0.352941185	0.39003247	0.74712646	0.909200966	0.239910319	0.373287678	0.418274105	0.227324918	0.126136377	0.341986448	0.381278574	0.439241946	0.421428561	0.482305348	1.386608958	0.26057142	0.363542736	0.346566528	0.487586886	0.203907222	0.196449712	0.28054297	0.462474644	0.458677679	0.483193278	0.437980264	1.88009882	0.181318685	0.363188982	0.347826093	0.332987517
10048_at	1.293984175	1.376878619	1.248581171	1.933633208	1.758698106	2.035947561	2.400866747	2.387669802	1.269975781	1.104260087	1.541095972	1.052791834	1.482204556	1.45568192	1.627539396	2.264840126	2.879598618	1.764285564	1.922143579	1.575593829	1.549714327	1.343975306	1.356223226	1.508440852	1.522588491	1.305325508	1.812217236	1.463488936	1.932851315	1.851890802	1.349066973	1.629171729	1.148351669	1.323818922	1.338725805	1.17323637
